Evento,Detector,X,Y,Z
84,0,-148.497,350.914,-159.534
84,1,-116.453,420.914,-132.43
84,2,-75.1349,510.914,-97.5531
84,3,-43.0806,580.743,-70.5141
85,0,-101.808,350.421,-78.8772
85,1,-120.992,420.904,-81.473
85,2,-145.402,510.614,-84.7449
85,3,-164.591,580.904,-87.2562
86,0,-99999,-99999,-99999
86,1,-99999,-99999,-99999
86,2,-99999,-99999,-99999
86,3,-99999,-99999,-99999
87,0,126.229,350.714,198.675
87,1,-99999,-99999,-99999
87,2,-99999,-99999,-99999
87,3,-99999,-99999,-99999
88,0,-99999,-99999,-99999
88,1,-99999,-99999,-99999
88,2,-99999,-99999,-99999
88,3,-99999,-99999,-99999
89,0,-99999,-99999,-99999
89,1,-234.323,420.9,214.202
89,2,-99999,-99999,-99999
89,3,-99999,-99999,-99999
90,0,-23.2535,350.905,-98.8567
90,1,-27.9129,420.81,-76.5341
90,2,-33.8908,510.525,-47.8706
90,3,-38.5905,580.905,-25.3818
91,0,-99999,-99999,-99999
91,1,-99999,-99999,-99999
91,2,-99999,-99999,-99999
91,3,-99999,-99999,-99999
92,0,-125.563,350.706,-102.409
92,1,-123.877,419.529,-116.021
92,2,-121.631,510.902,-134.092
92,3,-119.91,580.902,-147.934
93,0,-99999,-99999,-99999
93,1,-99999,-99999,-99999
93,2,-99999,-99999,-99999
93,3,23.5387,580.708,172.718
94,0,54.0919,349.96,-93.5946
94,1,102.643,420.44,-114.437
94,2,165.023,510.84,-141.233
94,3,213.21,580.84,-161.882
95,0,-99999,-99999,-99999
95,1,-99999,-99999,-99999
95,2,-99999,-99999,-99999
95,3,-99999,-99999,-99999
96,0,118.438,350.638,-38.3947
96,1,87.5793,420.91,-50.647
96,2,48.036,510.91,-66.337
96,3,17.3307,580.729,-78.5068
97,0,87.3709,350.853,-29.1382
97,1,60.1548,420.779,29.3117
97,2,25.1562,510.78,104.596
97,3,-2.10801,580.927,163.403
98,0,41.0217,343.076,-230.729
98,1,-99999,-99999,-99999
98,2,-99999,-99999,-99999
98,3,-99999,-99999,-99999
99,0,-99999,-99999,-99999
99,1,-99999,-99999,-99999
99,2,-99999,-99999,-99999
99,3,-99999,-99999,-99999
