Evento,Detector,X,Y,Z
67,2,-99999,-99999,-99999
67,3,-99999,-99999,-99999
68,0,-99999,-99999,-99999
68,1,-99999,-99999,-99999
68,2,-99999,-99999,-99999
68,3,-99999,-99999,-99999
69,0,239.775,350.577,-220.647
69,1,221.15,419.977,-181.209
69,2,175.455,595.914,-84.3933
69,3,156.56,665.486,-46.4932
70,0,-99999,-99999,-99999
70,1,-99999,-99999,-99999
70,2,-99999,-99999,-99999
70,3,-99999,-99999,-99999
71,0,72.4562,350.808,127.98
71,1,52.3192,420.808,122.798
71,2,1.89035,595.904,109.602
71,3,-18.2391,665.808,104.311
72,0,-99999,-99999,-99999
72,1,-99999,-99999,-99999
72,2,-99999,-99999,-99999
72,3,-99999,-99999,-99999
73,0,-135.425,350.819,-1.79784
73,1,-153.913,420.728,24.6676
73,2,-200.251,595.728,91.2849
73,3,-218.774,665.546,117.753
74,0,-99999,-99999,-99999
74,1,-99999,-99999,-99999
74,2,239.649,595.811,-237.726
74,3,216.111,665.811,-233.943
75,0,81.7139,350.227,73.7919
75,1,85.8465,420.033,55.8109
75,2,96.3405,595.903,10.3022
75,3,100.539,665.807,-7.70476
76,0,-99999,-99999,-99999
76,1,-99999,-99999,-99999
76,2,-99999,-99999,-99999
76,3,-99999,-99999,-99999
77,0,-101.916,350.907,39.091
77,1,-111.948,420.535,13.4707
77,2,-137.164,595.907,-51.0719
77,3,-147.213,665.814,-76.794
78,0,-99999,-99999,-99999
78,1,-99999,-99999,-99999
78,2,-99999,-99999,-99999
78,3,-99999,-99999,-99999
79,0,112.483,350.531,-220.771
79,1,138.473,420.906,-217.488
79,2,203.58,595.626,-208.4
79,3,229.468,665.344,-204.922
80,0,-99999,-99999,-99999
80,1,-99999,-99999,-99999
80,2,-99999,-99999,-99999
80,3,-99999,-99999,-99999
81,0,-25.404,350.8,-79.4279
81,1,-24.02,420.9,-80.0957
81,2,-20.688,595.9,-81.862
81,3,-19.3853,665.6,-82.5576
82,0,-99999,-99999,-99999
82,1,-99999,-99999,-99999
82,2,-99999,-99999,-99999
82,3,-99999,-99999,-99999
83,0,-99999,-99999,-99999
83,1,-99999,-99999,-99999
83,2,-99999,-99999,-99999
83,3,-99999,-99999,-99999
84,0,-99999,-99999,-99999
84,1,-99999,-99999,-99999
84,2,206.712,595.915,29.0221
84,3,167.1,665.831,9.75719
85,0,-183.014,350.569,116.019
85,1,-206.855,420.655,82.4469
85,2,-99999,-99999,-99999
85,3,-99999,-99999,-99999
86,0,157.838,350.926,30.8573
86,1,220.431,420.926,22.1746
86,2,-99999,-99999,-99999
86,3,-99999,-99999,-99999
87,0,-99999,-99999,-99999
87,1,-99999,-99999,-99999
87,2,-99999,-99999,-99999
87,3,-99999,-99999,-99999
88,0,-99999,-99999,-99999
88,1,-99999,-99999,-99999
88,2,-99999,-99999,-99999
88,3,-223.382,665.942,206.422
89,0,-99999,-99999,-99999
89,1,-99999,-99999,-99999
89,2,-99999,-99999,-99999
89,3,-99999,-99999,-99999
90,0,-99999,-99999,-99999
90,1,-99999,-99999,-99999
90,2,-99999,-99999,-99999
90,3,-99999,-99999,-99999
91,0,204.221,350.846,240.21
91,1,-99999,-99999,-99999
91,2,-99999,-99999,-99999
91,3,-99999,-99999,-99999
92,0,-99999,-99999,-99999
92,1,-99999,-99999,-99999
92,2,-99999,-99999,-99999
92,3,-99999,-99999,-99999
93,0,-99999,-99999,-99999
93,1,-99999,-99999,-99999
93,2,-99999,-99999,-99999
93,3,-99999,-99999,-99999
94,0,68.0283,350.246,-238.206
94,1,-99999,-99999,-99999
94,2,-99999,-99999,-99999
94,3,-99999,-99999,-99999
95,0,-99999,-99999,-99999
95,1,217.392,420.766,-221.82
95,2,169.588,595.766,-90.2203
95,3,150.436,665.844,-37.5497
96,0,-99999,-99999,-99999
96,1,-99999,-99999,-99999
96,2,-99999,-99999,-99999
96,3,-99999,-99999,-99999
97,0,-152.328,350.854,-95.5614
97,1,-99.5732,420.708,-134.366
97,2,32.7703,595.927,-231.698
97,3,-99999,-99999,-99999
98,0,-99999,-99999,-99999
98,1,-99999,-99999,-99999
98,2,-99999,-99999,-99999
98,3,-99999,-99999,-99999
99,0,176.698,350.847,97.5725
99,1,137.173,420.847,53.6294
99,2,38.45,595.924,-56.2141
99,3,-0.919545,665.771,-100.004
100,0,95.7659,350.709,-60.0598
100,1,161.185,420.272,-58.3619
100,2,-99999,-99999,-99999
100,3,-99999,-99999,-99999
101,0,-99999,-99999,-99999
101,1,-230.682,420.91,-245.701
101,2,-165.473,595.106,-191.225
101,3,-138.595,665.642,-168.227
102,0,-31.5626,350.807,144.065
102,1,-35.3118,420.71,162.462
102,2,-44.1677,594.841,207.774
102,3,-47.5628,664.743,226.005
103,0,-247.231,350.729,79.9161
103,1,-99999,-99999,-99999
103,2,-99999,-99999,-99999
103,3,-99999,-99999,-99999
104,0,-99999,-99999,-99999
104,1,-99999,-99999,-99999
104,2,-99999,-99999,-99999
104,3,-99999,-99999,-99999
105,0,-99999,-99999,-99999
105,1,-99999,-99999,-99999
105,2,-99999,-99999,-99999
105,3,-99999,-99999,-99999
106,0,-93.8869,350.587,-11.1992
106,1,-95.9143,420.753,36.7891
106,2,-102.714,595.836,158.306
106,3,-105.048,665.753,206.728
107,0,-99999,-99999,-99999
107,1,-99999,-99999,-99999
107,2,-99999,-99999,-99999
107,3,-99999,-99999,-99999
108,0,-202.59,350.819,110.276
108,1,-173.251,420.277,125.254
108,2,-99.0443,595.819,163.124
108,3,-69.4609,665.729,178.25
109,0,-99999,-99999,-99999
109,1,-99999,-99999,-99999
109,2,164.34,595.542,-184.719
109,3,166.169,665.45,-154.132
110,0,-99999,-99999,-99999
110,1,-99999,-99999,-99999
110,2,-99999,-99999,-99999
110,3,-99999,-99999,-99999
111,0,-99999,-99999,-99999
111,1,-99999,-99999,-99999
111,2,-99999,-99999,-99999
111,3,-99999,-99999,-99999
112,0,90.253,350.836,-214.704
112,1,-99999,-99999,-99999
112,2,-99999,-99999,-99999
112,3,-99999,-99999,-99999
113,0,-99999,-99999,-99999
113,1,-99999,-99999,-99999
113,2,-99999,-99999,-99999
113,3,-99999,-99999,-99999
114,0,-99999,-99999,-99999
114,1,-99999,-99999,-99999
114,2,210.221,595.621,229.094
114,3,203.232,665.242,206.669
115,0,-99999,-99999,-99999
115,1,-99999,-99999,-99999
115,2,-99999,-99999,-99999
115,3,-99999,-99999,-99999
116,0,-99999,-99999,-99999
116,1,222.901,420.42,182.114
116,2,115.606,595.917,131.029
116,3,72.9538,665.669,110.749
117,0,-99999,-99999,-99999
117,1,-99999,-99999,-99999
117,2,-99999,-99999,-99999
117,3,-99999,-99999,-99999
118,0,179.622,350.905,-248.409
118,1,170.55,420.905,-228.267
118,2,147.889,595.714,-177.967
118,3,138.874,665.237,-157.958
119,0,30.5456,350.6,-18.6783
119,1,32.1408,420.7,-16.8842
119,2,36.0633,595.4,-12.1039
119,3,37.668,665.7,-10.1662
120,0,-99999,-99999,-99999
120,1,-99999,-99999,-99999
120,2,236.31,595.754,90.7302
120,3,171.953,665.57,153.335
121,0,56.411,350.416,-80.0493
121,1,72.2302,420.124,-74.9775
121,2,111.66,595.903,-62.139
121,3,127.232,665.611,-56.8206
122,0,-247.464,350.059,2.16193
122,1,-99999,-99999,-99999
122,2,-99999,-99999,-99999
122,3,-99999,-99999,-99999
123,0,-99999,-99999,-99999
123,1,-99999,-99999,-99999
123,2,-99999,-99999,-99999
123,3,-99999,-99999,-99999
124,0,106.646,350.9,-168.694
124,1,102.113,420.502,-173.065
124,2,90.6766,595.701,-184.081
124,3,86.1098,665.801,-188.515
125,0,-99999,-99999,-99999
125,1,-99999,-99999,-99999
125,2,-99999,-99999,-99999
125,3,-99999,-99999,-99999
126,0,-99999,-99999,-99999
126,1,-99999,-99999,-99999
126,2,-196.447,595.784,7.61574
126,3,-151.491,665.568,57.7444
127,0,-211.52,350.906,-28.2328
127,1,-193.43,420.436,-10.7092
127,2,-147.728,595.812,33.4573
127,3,-129.625,665.248,50.9783
128,0,184.709,350.903,109.35
128,1,182.77,420.514,125.772
128,2,177.86,595.319,167.032
128,3,175.881,665.416,183.579
129,0,-99999,-99999,-99999
129,1,-99999,-99999,-99999
129,2,-99999,-99999,-99999
129,3,-99999,-99999,-99999
130,0,-99999,-99999,-99999
130,1,-99999,-99999,-99999
130,2,153.668,595.915,177.439
130,3,155.776,665.915,134.808
131,0,224.501,348.501,25.9417
131,1,226.303,420.5,25.0629
131,2,230.555,595.9,22.9905
131,3,232.157,665.8,22.2733
132,0,-182.056,350.738,-115.585
132,1,-153.113,419.692,-141.329
132,2,-79.468,595.913,-207.003
132,3,-49.9585,665.564,-232.818
133,0,153.315,350.255,-86.1751
133,1,139.98,420.068,-62.4119
133,2,106.268,595.907,-2.73853
133,3,92.4592,665.443,21.3232
134,0,131.576,350.726,196.481
134,1,162.512,420.817,194.892
134,2,239.69,595.726,190.904
134,3,-99999,-99999,-99999
135,0,-99999,-99999,-99999
135,1,-99999,-99999,-99999
135,2,-99999,-99999,-99999
135,3,226.68,665.796,-212.459
136,0,187.102,350.712,-235.49
136,1,205.469,420.808,-244.34
136,2,-99999,-99999,-99999
136,3,-99999,-99999,-99999
137,0,-35.5624,350.902,-243.125
137,1,-48.1868,420.902,-240.199
137,2,-79.3412,594.23,-232.971
137,3,-92.1256,665.607,-229.967
138,0,180.418,350.71,-222.234
138,1,164.293,420.903,-213.511
138,2,124.372,595.71,-191.977
138,3,108.717,664.838,-183.512
139,0,232.733,350.711,-112.635
139,1,214.078,420.903,-116.581
139,2,167.752,595.807,-126.472
139,3,149.207,665.903,-130.455
140,0,-99999,-99999,-99999
140,1,-99999,-99999,-99999
140,2,-219.008,595.526,-239.994
140,3,-226.721,665.241,-217.999
141,0,-25.7332,350.555,-231.506
141,1,-99999,-99999,-99999
141,2,-99999,-99999,-99999
141,3,-99999,-99999,-99999
142,0,-15.4074,350.662,42.0785
142,1,-86.2361,420.797,71.3893
142,2,-99999,-99999,-99999
142,3,-99999,-99999,-99999
143,0,25.9798,350.407,134.349
143,1,60.5636,420.63,80.8287
143,2,146.911,595.852,-52.6947
143,3,181.356,665.778,-105.937
144,0,-99999,-99999,-99999
144,1,-99999,-99999,-99999
144,2,-99999,-99999,-99999
144,3,-232.286,658.193,-39.2068
145,0,-99999,-99999,-99999
145,1,-99999,-99999,-99999
145,2,-99999,-99999,-99999
145,3,-99999,-99999,-99999
146,0,-99999,-99999,-99999
146,1,-99999,-99999,-99999
146,2,-99999,-99999,-99999
146,3,-99999,-99999,-99999
147,0,-105.064,350.9,-70.2605
147,1,-100.853,419.902,-69.3095
147,2,-90.1579,595.601,-67.1007
147,3,-85.7942,665.8,-66.2686
148,0,-99999,-99999,-99999
148,1,-99999,-99999,-99999
148,2,-99999,-99999,-99999
148,3,-99999,-99999,-99999
149,0,-46.8961,350.833,47.138
149,1,-54.4755,420.916,92.2425
149,2,-73.8148,595.916,204.966
149,3,-81.5633,665.832,249.815
150,0,-99999,-99999,-99999
150,1,-99999,-99999,-99999
150,2,17.8833,595.757,230.33
150,3,63.9377,665.838,208.675
151,0,-99999,-99999,-99999
151,1,-99999,-99999,-99999
151,2,77.941,595.668,218.954
151,3,91.1049,665.751,173.857
152,0,-124.71,350.641,-239.453
152,1,-175.968,420.928,-194.351
152,2,-99999,-99999,-99999
152,3,-99999,-99999,-99999
153,0,-99999,-99999,-99999
153,1,-99999,-99999,-99999
153,2,-99999,-99999,-99999
153,3,-99999,-99999,-99999
154,0,-99999,-99999,-99999
154,1,-99999,-99999,-99999
154,2,-99999,-99999,-99999
154,3,-99999,-99999,-99999
155,0,-99999,-99999,-99999
155,1,-99999,-99999,-99999
155,2,-99999,-99999,-99999
155,3,-99999,-99999,-99999
156,0,-99999,-99999,-99999
156,1,-99999,-99999,-99999
156,2,-99999,-99999,-99999
156,3,-99999,-99999,-99999
157,0,-99999,-99999,-99999
157,1,-99999,-99999,-99999
157,2,174.117,595.988,-249.434
157,3,85.7331,665.73,-188.722
158,0,114.07,350.507,-178.053
158,1,160.602,420.671,-164.209
158,2,-99999,-99999,-99999
158,3,-99999,-99999,-99999
159,0,-99999,-99999,-99999
159,1,-99999,-99999,-99999
159,2,-109.497,595.833,-193.815
159,3,-104.721,665.917,-147.709
160,0,-33.9121,350.841,-140.076
160,1,-69.0687,420.841,-100.15
160,2,-157.216,595.92,-0.212813
160,3,-192.484,665.603,39.6094
161,0,-114.221,350.501,119.492
161,1,-118.344,420.8,122.249
161,2,-128.627,595.8,129.095
161,3,-132.733,665.701,131.827
162,0,-234.675,350.941,240.314
162,1,-172.948,420.882,167.77
162,2,-18.5399,595.822,-13.6378
162,3,43.1969,665.822,-86.2025
163,0,95.3403,350.89,100.253
163,1,47.4031,420.724,6.17448
163,2,-72.7735,595.89,-229.925
163,3,-99999,-99999,-99999
164,0,-99999,-99999,-99999
164,1,-99999,-99999,-99999
164,2,247.445,594.746,-50.3999
164,3,200.596,665.916,-50.1581
165,0,190.695,350.627,172.296
165,1,205.144,420.627,149.659
165,2,240.958,595.907,92.9778
165,3,-99999,-99999,-99999
166,0,-99999,-99999,-99999
166,1,-99999,-99999,-99999
166,2,-99999,-99999,-99999
166,3,-99999,-99999,-99999
167,0,-99999,-99999,-99999
167,1,-99999,-99999,-99999
167,2,-155.462,595.547,-221.853
167,3,-135.241,665.909,-195.819
168,0,-99999,-99999,-99999
168,1,-99999,-99999,-99999
168,2,-99999,-99999,-99999
168,3,-99999,-99999,-99999
169,0,91.0289,350.902,-158.388
169,1,92.0414,420.902,-173.362
169,2,94.615,595.609,-210.713
169,3,95.6622,665.902,-225.731
170,0,-99999,-99999,-99999
170,1,-99999,-99999,-99999
170,2,-99999,-99999,-99999
170,3,-99999,-99999,-99999
171,0,-99999,-99999,-99999
171,1,-99999,-99999,-99999
171,2,-99999,-99999,-99999
171,3,-99999,-99999,-99999
172,0,-99999,-99999,-99999
172,1,-99999,-99999,-99999
172,2,-99999,-99999,-99999
172,3,-43.121,665.636,231.531
173,0,-99999,-99999,-99999
173,1,67.8323,420.902,222.981
173,2,28.1974,595.926,249.035
173,3,17.5249,665.629,187.086
174,0,-99999,-99999,-99999
174,1,-99999,-99999,-99999
174,2,-99999,-99999,-99999
174,3,-99999,-99999,-99999
175,0,-99999,-99999,-99999
175,1,-99999,-99999,-99999
175,2,132.603,595.861,101.469
175,3,61.2296,665.861,111.199
176,0,93.7625,350.093,-188.438
176,1,111.63,420.622,-129.932
176,2,155.49,595.849,15.0164
176,3,173.377,665.697,72.8836
177,0,-99999,-99999,-99999
177,1,-99999,-99999,-99999
177,2,-228.845,588.364,-249.919
177,3,-99999,-99999,-99999
178,0,-99999,-99999,-99999
178,1,-99999,-99999,-99999
178,2,249.904,593.612,156.143
178,3,227.537,665.909,133.92
179,0,-99999,-99999,-99999
179,1,-99999,-99999,-99999
179,2,-99999,-99999,-99999
179,3,-99999,-99999,-99999
180,0,133.327,350.904,-161.048
180,1,114.29,420.807,-158.864
180,2,66.7722,595.325,-153.41
180,3,47.5977,665.614,-151.128
181,0,-99999,-99999,-99999
181,1,-99999,-99999,-99999
181,2,-99999,-99999,-99999
181,3,-99999,-99999,-99999
182,0,110.661,350.944,2.7739
182,1,33.2057,420.831,70.3133
182,2,-160.856,595.944,239.535
182,3,-99999,-99999,-99999
183,0,-11.3396,350.54,241.707
183,1,-22.2918,420.816,213.725
183,2,-49.5738,595.172,144.542
183,3,-61.3726,665.816,116.736
184,0,-99999,-99999,-99999
184,1,-99999,-99999,-99999
184,2,-99999,-99999,-99999
184,3,-99999,-99999,-99999
185,0,-142.349,350.845,147.709
185,1,-145.986,420.69,90.8872
185,2,-155.344,595.845,-51.6186
185,3,-159.064,665.457,-108.206
186,0,123.203,350.918,155.941
186,1,168.238,420.754,137.019
186,2,-99999,-99999,-99999
186,3,-99999,-99999,-99999
187,0,-99999,-99999,-99999
187,1,-99999,-99999,-99999
187,2,-99999,-99999,-99999
187,3,-99999,-99999,-99999
188,0,-196.121,350.807,-31.6724
188,1,-210.039,420.615,50.404
188,2,-243.81,590.213,249.924
188,3,-99999,-99999,-99999
189,0,-99999,-99999,-99999
189,1,-99999,-99999,-99999
189,2,-99999,-99999,-99999
189,3,243.44,665.006,-55.6189
190,0,-99999,-99999,-99999
190,1,-99999,-99999,-99999
190,2,117.36,590.647,249.966
190,3,-99999,-99999,-99999
191,0,-188.916,350.416,-25.6175
191,1,-179.901,420.708,-39.7796
191,2,-157.238,595.708,-75.0039
191,3,-148.188,665.903,-89.1988
192,0,226.293,350.906,-121.411
192,1,212.967,420.906,-143.672
192,2,179.629,595.156,-199.075
192,3,166.084,665.719,-221.491
193,0,5.19411,350.901,-238.466
193,1,15.9823,420.704,-233.515
193,2,42.9436,595.901,-221.026
193,3,53.6873,665.704,-216.07
194,0,-67.5965,350.332,-186.332
194,1,-129.853,420.109,-176.63
194,2,-99999,-99999,-99999
194,3,-99999,-99999,-99999
195,0,-99999,-99999,-99999
195,1,-99999,-99999,-99999
195,2,-99999,-99999,-99999
195,3,-99999,-99999,-99999
196,0,-99999,-99999,-99999
196,1,-99999,-99999,-99999
196,2,-99999,-99999,-99999
196,3,-99999,-99999,-99999
197,0,-99999,-99999,-99999
197,1,-99999,-99999,-99999
197,2,-99999,-99999,-99999
197,3,-99999,-99999,-99999
198,0,-99999,-99999,-99999
198,1,-99999,-99999,-99999
198,2,-99999,-99999,-99999
198,3,-99999,-99999,-99999
199,0,-99999,-99999,-99999
199,1,-99999,-99999,-99999
199,2,174.773,595.284,-103.519
199,3,140.501,665.731,-96.3085
200,0,-99999,-99999,-99999
200,1,-99999,-99999,-99999
200,2,-99999,-99999,-99999
200,3,-99999,-99999,-99999
201,0,248.724,350.708,-165.841
201,1,238.055,420.903,-152.894
201,2,211.589,595.319,-120.733
201,3,200.985,664.833,-107.845
202,0,180.748,350.357,7.34872
202,1,185.34,420.908,-22.66
202,2,196.994,594.805,-96.6391
202,3,201.666,665.908,-126.616
203,0,-99999,-99999,-99999
203,1,-99999,-99999,-99999
203,2,-99999,-99999,-99999
203,3,-99999,-99999,-99999
204,0,-99999,-99999,-99999
204,1,-99999,-99999,-99999
204,2,-99999,-99999,-99999
204,3,-99999,-99999,-99999
205,0,-99999,-99999,-99999
205,1,-99999,-99999,-99999
205,2,-237.405,595.833,-64.0564
205,3,-213.707,665.833,-103.563
206,0,-99999,-99999,-99999
206,1,-99999,-99999,-99999
206,2,-99999,-99999,-99999
206,3,-99999,-99999,-99999
207,0,-99999,-99999,-99999
207,1,-99999,-99999,-99999
207,2,-99999,-99999,-99999
207,3,-99999,-99999,-99999
